order_id,product_id,add_to_cart_order,reordered
2266,269,13,0
3120,264,15,0
975,354,12,0
975,445,4,1
975,485,11,1
975,160,18,0
975,400,2,1
975,350,7,0
975,309,4,0
975,443,6,0
353,386,11,0
353,325,13,1
353,208,5,0
353,127,3,0
353,425,14,0
353,463,2,1
353,116,6,1
353,500,10,0
2390,206,1,1
2390,314,9,0
2390,135,10,0
2390,32,5,1
2390,423,1,0
1616,260,12,1
1616,469,16,0
1616,140,3,1
1616,57,15,1
1616,434,3,1
1616,133,6,1
1616,272,18,1
1616,417,7,1
4281,230,3,0
4281,416,3,0
4281,284,17,0
890,316,4,0
890,276,9,1
890,367,11,0
890,203,19,0
890,60,6,1
890,77,12,0
890,18,12,0
890,163,6,1
890,365,17,1
3669,233,18,0
3669,347,5,1
3669,448,9,0
4629,227,2,0
1299,283,12,0
1299,84,19,0
1299,262,12,0
1299,86,5,1
3279,165,7,0
4109,290,14,0
4109,430,18,1
4109,458,11,0
4109,313,2,0
4109,349,17,0
4109,255,4,0
2956,210,4,0
2956,9,19,0
2956,19,9,0
2956,74,16,1
2956,35,19,0
2956,479,7,1
849,287,10,1
849,449,8,1
849,183,7,0
849,446,11,0
849,412,14,0
849,77,1,0
849,174,11,0
1961,239,16,0
4722,266,17,0
4722,387,10,1
4722,209,1,0
3363,39,16,0
3363,24,8,0
3363,225,5,0
3363,179,2,0
2677,53,4,1
2677,411,14,1
2677,23,3,1
2677,320,12,0
2677,280,18,0
3771,404,16,1
3771,22,14,1
3771,247,3,0
3771,418,18,1
586,200,9,0
586,392,6,0
586,206,12,0
586,105,15,0
586,411,2,0
586,66,16,0
4911,432,7,0
4911,486,9,0
3632,10,1,0
3632,359,16,1
3632,160,4,0
3632,325,8,0
3632,256,17,0
3632,3,16,0
3632,419,5,0
3528,376,16,1
1712,447,18,0
1712,395,17,0
1712,214,5,0
1712,485,6,0
1712,388,5,0
4053,311,12,0
4053,104,5,0
4053,488,8,1
4053,273,14,1
4053,155,18,0
4053,371,11,0
4053,463,15,0
4053,499,18,0
135,80,17,0
92,441,14,0
92,68,2,0
92,436,10,0
92,127,7,1
92,329,5,1
92,118,13,0
92,170,18,0
92,322,17,0
2425,168,16,0
2425,478,16,0
2425,269,5,0
2425,83,6,0
2425,389,7,0
3561,137,4,0
3561,25,17,0
3561,462,11,1
3561,360,19,1
3561,197,16,1
3561,477,1,0
3561,491,19,0
3561,280,8,0
3561,461,16,1
3382,99,9,0
3382,92,2,1
3382,219,5,0
3382,172,8,0
3382,349,8,1
3382,194,2,1
1944,23,6,1
1944,178,19,0
1944,127,1,0
1944,362,14,1
1944,279,17,0
1944,462,10,1
1944,76,7,0
1944,363,17,1
1944,455,14,0
4049,464,3,0
4049,318,19,0
4640,453,18,0
4640,391,13,0
4640,180,8,0
4640,103,11,1
4640,54,5,0
4640,115,16,0
4640,215,12,0
4567,382,16,0
2727,357,9,0
2727,430,12,0
2727,168,13,0
2182,457,8,0
2182,389,7,1
2182,380,14,1
2182,272,2,0
2182,153,12,1
2182,279,10,0
2182,379,10,0
2182,53,14,1
2182,315,6,0
1722,421,13,1
1722,391,9,0
1722,474,13,0
1722,500,6,0
4147,250,3,0
4147,441,13,0
4147,24,13,1
4147,383,16,1
4147,194,7,0
4147,197,4,0
4147,233,18,0
4147,198,8,0
944,122,11,1
944,94,6,1
944,64,17,1
944,273,10,1
944,123,14,0
944,20,11,0
944,285,8,1
3711,241,12,0
3711,28,2,0
3711,130,19,0
3711,316,7,0
3711,328,7,1
2389,475,13,0
2389,346,18,1
2389,306,19,1
2389,147,6,0
2389,9,11,1
1178,149,3,0
1178,161,11,1
4656,448,4,0
4656,299,13,0
4656,337,3,1
3359,68,19,0
3359,123,7,0
3359,110,8,0
3359,229,4,0
3359,500,19,0
3359,203,10,0
3359,402,10,0
3359,175,8,0
370,157,15,0
1057,350,7,1
1057,296,6,1
1057,306,12,1
1057,490,10,0
1057,187,11,0
1057,325,13,0
1057,141,14,0
165,174,1,0
4741,284,16,0
4741,27,2,1
4741,144,4,1
4741,160,2,0
4741,157,19,1
1114,147,10,0
1114,408,16,0
1114,78,13,0
1114,416,18,0
1114,87,8,0
1114,421,7,0
1114,81,6,0
1114,185,9,1
1954,406,10,1
1954,412,4,1
1954,227,15,1
1954,134,4,0
1954,453,15,0
1954,3,2,0
1954,298,14,0
1954,317,9,1
2437,312,12,0
2437,111,11,1
2437,221,18,1
2693,239,4,0
2693,427,1,0
2693,360,13,0
2693,372,11,0
1365,270,3,0
1365,400,19,0
1365,327,14,1
1365,245,19,0
1494,290,15,1
1494,301,19,1
1494,153,11,0
1494,345,9,1
1494,124,14,0
3592,89,6,0
3991,257,19,0
3991,394,8,0
3991,97,12,0
3991,416,17,1
3991,351,12,1
3991,489,12,1
3991,390,9,0
3991,226,17,0
3029,472,6,1
3029,394,2,0
3029,25,18,0
3029,417,14,0
3029,292,10,0
4716,57,1,0
4716,35,12,0
4716,278,5,0
4716,285,10,0
4716,53,19,0
4716,420,3,1
1270,172,19,0
1270,400,8,1
1270,162,9,0
1043,305,6,0
1043,14,3,0
1043,428,16,1
1043,163,18,0
1043,23,17,0
4849,249,9,0
4849,337,7,0
1924,293,11,0
1924,216,17,0
1924,167,3,0
1924,195,2,0
1924,357,1,0
1924,273,19,0
1924,263,10,0
1924,443,9,0
1924,462,19,1
2745,231,5,0
2745,402,2,1
2745,75,10,0
2745,60,8,0
2745,355,14,1
2844,229,11,0
2844,220,5,0
2844,428,17,0
4508,109,16,1
4508,282,11,1
4508,493,7,0
4508,252,13,0
4508,66,11,1
3590,140,16,0
3590,347,6,1
1707,272,12,0
1707,29,15,1
1707,435,3,0
1707,146,8,0
3722,192,4,1
3722,319,8,1
3722,431,19,0
3722,36,17,0
3722,261,8,0
893,341,18,1
893,364,10,1
893,310,6,0
893,61,4,1
893,489,8,1
893,176,2,0
893,497,7,0
2430,71,12,0
2430,340,19,1
2430,157,9,0
937,162,3,0
937,203,16,0
937,178,1,1
2253,239,3,1
2253,399,8,1
2253,43,1,1
2253,142,11,0
3254,67,12,0
3254,104,15,0
3254,352,3,0
3254,376,9,0
3254,413,7,0
3254,53,17,0
3254,19,4,1
3254,32,5,1
4384,386,16,1
4384,190,7,0
4384,220,5,1
4713,253,9,0
4713,63,3,0
4713,449,10,1
4713,116,18,0
4713,477,1,0
4713,378,13,1
4713,7,4,0
4184,234,18,0
4184,450,16,0
4184,230,19,1
4184,97,16,1
4184,19,7,0
4184,65,13,0
4184,344,2,1
2037,77,19,0
2037,368,4,0
2037,36,13,0
2037,256,4,0
2037,394,13,0
2037,66,7,0
2037,128,11,0
2037,120,16,1
2037,268,12,0
90,300,6,0
90,131,4,1
90,37,13,0
90,347,6,0
90,172,17,0
1873,316,13,0
3535,194,2,0
3535,8,19,0
3535,49,12,0
3535,380,8,0
3535,275,15,1
3535,358,19,0
4202,192,16,0
4202,423,19,1
4202,133,18,0
4202,330,7,0
4202,203,17,1
4202,2,3,0
4202,272,18,0
3977,38,6,0
3977,58,17,0
3977,284,7,1
3977,474,7,0
3977,106,7,0
3977,123,5,1
3977,456,4,0
3977,495,1,0
3977,280,18,0
4724,276,5,0
4724,470,6,0
4724,458,3,0
4724,444,5,0
4724,461,14,0
4724,301,15,1
4724,334,6,1
3841,63,4,1
3841,295,2,0
3841,279,6,1
3841,424,14,0
3841,112,12,0
3841,152,16,0
3841,450,16,1
3841,169,3,0
3841,471,14,0
1757,52,11,0
1757,137,6,0
1757,103,15,0
1757,258,15,1
1757,87,17,1
2829,374,13,0
564,326,3,1
564,162,18,0
564,306,2,1
604,342,18,0
604,132,13,1
604,204,16,1
1500,163,3,1
1500,243,2,1
1500,499,6,1
1500,432,1,0
1500,46,15,0
1500,443,16,0
1500,480,15,0
1500,426,11,0
1500,113,12,0
172,270,9,1
172,386,10,0
172,263,14,0
172,111,6,0
172,353,11,0
4881,341,8,1
2723,423,10,0
2711,323,6,0
2711,140,5,0
2711,500,17,0
4254,485,2,0
4254,392,10,0
4254,449,4,0
4254,78,3,0
4254,278,5,0
4254,258,13,0
4254,162,7,1
3962,472,19,1
3962,247,6,0
3962,155,10,0
3962,297,2,0
3962,65,11,0
3962,56,15,0
3962,76,11,1
3962,257,18,0
3962,452,17,0
2464,371,15,0
2464,338,5,0
2464,93,9,0
2464,10,14,0
2464,253,5,0
2464,101,13,0
2511,475,11,0
2511,298,7,0
2511,29,7,1
2511,247,3,0
2511,325,6,0
3208,85,3,0
3208,301,17,1
3208,175,10,0
3208,278,8,0
3208,32,11,1
418,205,18,0
418,442,8,0
418,307,4,0
418,381,5,0
418,21,19,0
418,499,1,1
418,108,7,1
3381,308,12,0
3381,23,2,0
3381,363,4,1
2525,61,14,1
2525,352,8,0
2525,221,2,0
2525,300,19,1
2244,381,12,0
2618,249,5,0
2618,351,17,0
4450,63,17,0
1796,58,12,0
1796,206,1,1
1796,231,13,0
1796,172,18,0
1796,92,11,0
1796,349,14,0
1103,195,8,0
1103,24,14,0
1103,102,8,0
1103,55,11,0
1103,87,16,1
1103,45,8,0
1103,211,19,0
1103,349,17,1
1362,444,13,1
1362,479,5,0
2427,374,14,0
2427,473,7,1
2427,376,4,1
2427,15,14,0
2427,377,10,1
2427,305,2,0
2427,290,16,0
4851,394,12,0
4851,55,9,1
4851,91,2,1
4851,314,5,0
4851,207,6,1
2069,74,5,0
2069,160,4,0
2069,274,5,1
2311,172,17,1
2311,224,8,1
2311,301,12,0
1887,352,15,1
1887,33,1,0
1887,367,2,0
1887,488,12,0
1887,297,4,1
1887,441,9,1
1887,29,13,0
1887,68,13,0
1887,175,18,0
4603,378,6,0
4603,290,18,1
4603,337,8,1
4603,363,10,0
4603,165,5,0
4603,332,14,1
4603,369,7,1
4603,340,12,1
4031,433,13,1
4031,330,10,0
4031,24,13,1
4031,310,16,1
4031,408,12,1
4031,319,11,0
4031,311,12,0
4031,169,2,0
4031,30,14,0
2045,166,12,0
2045,197,4,0
2045,350,11,0
4748,380,6,0
4748,360,14,1
4748,228,11,0
4748,50,5,1
4748,118,15,1
4748,109,3,0
4748,161,8,0
4748,395,14,0
3870,292,19,1
3870,407,12,0
3870,297,11,0
3870,202,9,0
3870,95,18,0
3870,59,9,1
3870,91,6,1
3870,217,4,1
726,121,11,0
726,234,18,0
1140,218,17,0
1140,280,7,0
1140,488,19,1
4132,176,16,0
4132,234,14,0
4132,298,16,0
4132,422,16,0
4132,202,2,0
4132,29,5,1
4132,493,7,1
3855,11,6,0
3855,432,7,0
3855,453,18,0
3855,436,10,1
3855,102,15,0
3855,363,10,0
3855,429,17,1
3855,350,19,1
3855,161,3,0
4859,218,16,0
4859,485,6,1
736,158,2,0
736,337,3,0
2810,422,1,1
2810,360,4,1
2810,192,18,0
2810,290,16,0
503,140,15,0
503,125,17,1
503,460,2,0
503,163,8,0
503,154,13,1
503,498,16,1
503,173,15,0
3427,87,12,1
3427,387,18,0
3427,401,14,1
3427,270,4,0
3427,424,14,0
3427,187,4,0
3427,327,10,0
3427,1,17,0
3427,38,14,0
4829,364,5,0
4829,134,11,1
4829,365,14,0
4829,177,14,1
4829,478,5,0
4829,67,16,1
4829,481,19,0
4829,295,10,1
3623,61,15,0
1093,6,18,0
1093,461,5,0
1093,68,13,1
1093,200,17,1
4211,180,10,0
4211,280,11,0
4211,415,10,1
4211,18,17,1
4211,453,13,0
4211,492,18,1
1810,62,12,1
1810,224,2,1
1810,25,5,0
1810,314,18,1
1810,66,4,0
1810,161,11,1
1810,109,19,1
4336,216,8,0
4336,260,19,0
4336,308,8,0
1451,304,2,0
1451,336,6,0
1451,142,18,0
1451,328,4,1
3172,276,11,0
3172,48,17,0
3172,324,3,0
3172,173,17,0
3172,456,2,0
3201,204,5,1
3201,332,16,0
2760,226,4,0
2760,395,18,0
1393,331,19,0
1393,492,2,1
4228,15,4,1
4228,325,19,0
4228,47,13,1
4228,470,18,0
4228,27,16,1
4228,377,19,0
4228,354,3,0
955,33,7,1
955,27,2,0
955,453,16,0
955,476,1,0
955,443,15,1
955,35,6,1
955,275,12,1
955,315,17,0
955,200,17,0
221,75,18,1
221,211,18,0
437,239,13,1
437,7,1,0
437,41,10,1
4320,159,9,0
4320,115,19,1
4320,421,11,1
4320,92,19,0
3572,460,14,0
3572,393,2,0
3701,322,3,0
3701,217,19,0
3701,472,11,0
3701,317,3,0
3701,335,11,0
3701,485,13,1
3701,380,1,0
3701,193,4,1
3701,343,3,1
1769,165,12,0
3706,113,13,1
3706,408,14,0
3706,496,13,1
3706,379,17,1
3706,10,7,0
3706,189,9,0
3818,369,7,1
3818,454,9,0
3818,132,18,1
3818,421,15,1
3818,228,19,1
3818,45,3,1
2284,316,13,0
2284,452,17,0
2284,348,7,0
2284,113,16,0
2284,145,14,0
2284,80,11,0
2284,259,16,1
424,47,17,0
424,12,5,0
424,159,18,1
424,92,4,1
424,147,3,0
424,310,12,0
424,457,18,0
78,226,9,1
78,106,1,1
78,54,9,0
78,63,13,0
78,197,10,1
844,367,2,0
2639,11,4,0
2639,466,10,0
2639,169,6,0
2639,235,5,0
2639,430,1,0
2639,278,16,1
4791,176,5,0
4791,391,8,0
4791,194,13,1
4791,162,1,0
946,261,11,0
946,430,15,0
946,7,17,0
946,306,2,0
946,156,15,1
812,105,12,0
812,385,7,0
812,334,13,0
812,178,19,1
812,53,13,0
812,449,11,0
812,304,19,1
812,252,5,0
812,155,12,0
4398,420,8,0
4398,367,1,1
4398,278,4,0
4398,73,4,0
4398,50,7,1
4398,154,16,0
4398,240,1,0
998,472,1,0
998,62,9,1
998,182,10,0
998,460,17,0
998,106,19,1
998,435,16,1
998,307,15,1
3678,257,14,0
3678,59,7,0
3678,444,6,0
3678,433,9,0
3678,308,12,0
805,38,6,0
805,60,17,1
805,423,12,0
2062,104,7,1
2062,109,8,0
2062,490,10,1
2199,180,17,1
2199,347,12,0
2199,244,17,1
2199,5,8,1
2199,58,3,1
2199,229,6,0
2199,33,12,0
2199,448,6,1
2199,83,16,0
3495,222,6,1
3495,448,11,0
1444,375,18,1
1484,190,7,0
1484,122,16,0
1484,257,4,0
1484,460,2,1
45,134,4,0
45,301,7,0
45,341,15,0
45,40,1,0
45,128,6,0
906,133,8,1
906,339,16,0
906,487,3,0
906,43,13,1
906,21,10,0
1476,47,13,0
1476,157,10,0
2291,36,4,1
3450,50,6,0
3450,387,19,0
3450,445,3,0
3450,312,1,0
3450,29,10,0
3450,349,15,0
3450,163,5,1
3450,213,1,0
3450,364,19,0
3682,292,5,1
3682,351,16,1
3682,265,15,0
3682,478,7,0
3682,366,17,0
3682,130,12,0
3682,45,9,0
2438,294,1,0
2438,120,19,0
2438,203,7,0
2438,21,18,0
2438,201,3,1
2394,452,15,1
2394,345,1,0
2394,418,4,0
3296,381,4,1
3296,499,16,0
3296,109,2,0
3296,451,9,1
3296,302,13,0
3296,222,2,1
3296,164,8,0
3296,10,6,0
3296,390,11,0
3703,122,2,0
3703,75,10,0
3703,275,10,0
3703,172,15,0
3703,377,7,1
3703,485,14,1
4340,33,18,0
4340,206,11,1
682,432,17,1
682,83,9,0
682,211,19,0
4926,242,14,0
4926,37,13,0
4926,36,6,0
4926,379,6,0
4926,365,3,0
4926,154,10,1
4926,130,18,0
1096,294,13,0
1096,456,17,1
1096,14,16,1
1096,455,18,0
1096,142,7,0
1096,103,17,0
1096,269,11,0
3854,235,5,0
3854,271,2,1
3854,210,19,0
235,439,8,0
235,253,13,0
235,378,16,1
235,281,13,1
235,229,8,0
235,171,8,0
235,44,8,1
235,499,19,0
235,418,9,0
2467,382,15,1
2467,280,5,0
2467,43,17,0
2467,189,14,0
1490,57,10,1
1490,26,4,0
1490,198,13,0
1490,215,12,1
1490,339,18,1
1490,177,7,0
1490,189,12,0
1490,424,8,0
2070,277,16,1
2705,343,9,0
2705,468,14,0
2705,379,13,1
2705,359,6,0
2705,37,11,1
2705,329,10,0
2705,191,1,1
563,243,14,0
563,291,17,0
563,386,11,1
563,157,17,0
563,244,7,1
563,378,14,0
563,8,16,0
563,425,14,0
2017,158,8,0
2017,362,5,0
2017,437,4,0
4248,233,2,0
4248,410,14,0
4248,182,19,0
4248,79,15,0
4248,334,14,0
4248,338,2,1
4248,193,9,0
4248,220,2,0
3291,354,3,0
3291,120,2,0
1190,123,18,1
1190,34,6,1
1190,126,16,0
1190,138,14,0
1190,313,13,0
990,54,1,0
990,96,6,0
2999,425,10,0
2999,368,8,0
2999,110,12,0
2999,76,5,1
2999,436,14,1
2999,474,7,1
331,172,10,1
331,470,13,1
4346,489,16,0
4346,422,5,0
4346,219,1,0
1123,126,19,0
1123,304,6,1
81,481,19,0
81,351,9,0
81,2,16,0
81,49,8,0
81,381,1,0
81,387,9,0
81,96,10,0
154,213,7,0
154,458,5,0
154,249,7,1
154,226,13,1
154,202,5,0
154,250,1,1
154,498,11,1
154,4,3,1
690,314,19,0
1028,148,9,1
1028,127,4,0
1028,357,10,0
1028,382,8,0
1028,243,1,0
1028,485,2,1
972,290,6,0
972,128,15,0
972,246,14,0
972,480,2,0
1989,305,5,1
1989,384,12,1
1989,499,14,1
1989,107,14,0
1989,3,10,1
1989,496,18,1
1989,22,4,0
1989,304,16,0
1989,449,12,0
4986,433,10,0
4986,222,17,0
4986,447,14,1
4986,249,6,1
4277,288,1,0
4277,345,15,0
4277,432,2,1
4277,73,9,0
4277,264,13,0
4277,282,16,1
1611,204,1,0
1611,30,4,1
1611,318,1,0
1611,118,5,0
1400,377,14,0
1400,203,2,0
1400,23,18,0
1400,26,13,0
1400,348,2,0
1400,108,16,0
1400,246,13,0
1400,126,11,1
1939,209,18,0
1939,472,4,0
1939,121,16,1
1939,363,16,0
1939,317,15,0
1939,213,6,0
1939,415,11,1
1132,36,9,0
1132,322,6,1
1132,327,19,0
1132,102,12,1
1132,275,19,0
3370,66,15,1
3370,13,2,0
3370,329,18,1
3370,238,3,0
3370,285,19,1
3370,108,1,1
3370,36,17,0
30,119,15,0
30,205,15,0
30,159,9,0
2766,345,18,1
2766,223,5,0
2766,431,1,1
2766,77,1,0
2766,158,5,0
2766,25,13,0
2766,19,17,0
2766,248,16,0
2766,493,12,0
4035,54,11,0
4035,214,14,0
3285,134,11,0
3285,15,7,0
3285,58,6,0
2543,495,13,0
2543,31,17,0
2543,151,6,0
4558,153,10,0
4558,191,6,0
4558,302,14,0
4558,453,17,1
4558,276,13,0
4558,254,6,0
4558,299,16,0
4558,86,9,0
3352,178,3,0
3352,279,12,0
3352,235,2,1
3352,335,14,0
3352,104,18,0
3352,269,7,0
3352,202,16,1
3352,52,15,0
4328,146,8,1
4328,125,4,0
4328,34,1,1
4328,259,7,0
4328,112,16,0
4328,115,4,0
4328,187,15,1
4328,362,6,0
1871,73,2,0
1871,435,1,0
1871,352,7,0
1871,174,2,0
1871,389,9,0
1871,374,18,0
3823,285,13,0
3823,242,4,1
1982,251,14,0
1982,441,18,0
1982,9,7,0
1982,165,17,0
1982,52,6,0
1982,143,18,1
1982,67,11,0
1982,135,7,1
1982,121,2,1
1183,155,7,1
1183,291,3,1
1183,105,19,0
1925,10,14,0
1925,98,13,0
4120,68,12,0
3639,134,14,0
3639,191,17,0
280,403,4,0
2675,302,5,1
2675,178,16,0
2675,499,14,1
2675,390,4,1
2675,179,18,0
1129,20,10,0
1508,6,12,0
1508,33,14,0
1508,158,7,0
1508,418,9,0
1508,346,10,1
1508,81,18,0
3663,270,11,0
3663,12,8,0
3663,112,4,0
3663,417,11,0
3663,41,11,0
3663,393,10,0
2431,273,3,0
1955,389,14,0
1955,208,16,0
1955,499,5,0
1955,439,15,1
1955,4,19,0
1955,267,12,0
1955,5,7,0
2687,385,6,0
2687,100,17,0
2687,150,3,0
2687,416,11,0
2687,440,6,1
2687,438,11,1
1108,74,4,1
1108,429,1,0
1108,500,4,0
1108,40,17,0
1298,42,10,1
1298,418,5,0
1298,49,6,0
1298,298,17,1
1298,94,1,0
2388,276,18,0
2388,320,13,1
2388,118,17,0
2388,247,2,1
2388,68,13,0
2388,80,4,0
2388,308,10,1
2388,216,17,0
3302,175,14,0
3302,393,6,1
3302,319,10,0
3302,489,12,0
3302,389,11,0
1176,14,3,0
1176,492,2,0
719,350,14,0
719,409,5,0
719,289,10,0
719,471,7,0
719,426,5,0
719,345,8,0
719,435,6,0
719,439,2,0
719,131,2,0
3583,35,2,0
3583,179,9,0
3583,486,11,0
3583,356,12,0
363,12,1,1
363,89,10,0
363,102,16,0
363,173,11,0
363,34,4,0
363,11,12,0
363,31,5,0
363,325,14,0
363,485,5,0
1029,21,9,0
1029,474,17,1
1029,480,13,0
4327,316,7,0
4327,375,4,1
3609,96,15,1
3609,115,17,0
3609,192,3,1
3609,429,18,0
4170,438,17,0
4170,363,5,0
4170,339,17,0
4170,460,11,0
4170,293,15,0
2674,443,15,0
2674,242,16,1
2674,138,1,0
2674,384,8,0
3958,417,15,0
3958,243,19,0
3958,367,18,0
3958,372,14,0
3958,30,1,0
3958,150,16,0
3958,46,2,1
492,371,19,0
492,125,19,0
492,176,12,0
492,400,9,1
492,466,12,0
492,21,15,0
492,342,7,0
492,489,17,0
492,132,13,1
1501,500,18,0
1501,447,6,0
1501,319,18,0
1501,113,12,0
1501,280,3,0
1501,100,15,0
1501,99,1,0
4779,187,3,0
4779,403,11,0
4779,288,11,0
4779,82,11,0
4779,245,16,0
1699,342,2,0
